"Actual_Category","Business_Impact","Category","Confidence","Correct","Customer_Satisfaction_Score","Entity_Extraction","Escalation_Required","Expected_Automation_Rate","Expected_Resolution_Path","Expected_Response_Time_ms","Platform","Predicted_Category","Query_ID","Query_Text","Sarcasm_Detected","Sentiment","Sentiment_Intensity","source_file","Sub_Category"
,"Critical","Payment Issues","0.94",,"3.6","Issue: Payment without Order, Cause: Site Crash","TRUE","95%","Path A - API Resolution","280","WhatsApp",,"COMPLEX-025","The website crashed while I was checking out and now I've been charged but no order!","FALSE","Critical","Very High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Technical Error"
,"High","Order Tracking","0.87",,"4.3","Timeline: 24h, Event: Wedding, Urgency: High","FALSE","75%","Path B - RAG Response","420","Chat",,"COMPLEX-026","I need this delivered by tomorrow for my wedding. What options do you have?","FALSE","Positive","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Time Sensitive"
,"Low","General Questions","0.76",,"3.7","Question: Shipping Cost, Comparison: Competitor","FALSE","70%","Path B - RAG Response","420","Email",,"COMPLEX-027","Your competitor ships for free. Why do you charge?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Competitive Analysis"
,"High","Order Tracking","0.91",,"3.9","Amount: $500, Reason: Accidental, Items: Multiple","TRUE","90%","Path A - API Resolution","280","WhatsApp",,"COMPLEX-028","My child accidentally ordered $500 worth of items. I want to cancel everything!","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Unintended Purchase"
,"Low","General Questions","0.68",,"4.1","Opportunity: Partnership, Follower Base: 100k","TRUE","20%","Path C - Escalation","600","Instagram",,"COMPLEX-029","I'm a content creator with 100k followers. Can we discuss a partnership?","FALSE","Positive","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Business Opportunity"
,"High","Refund Requests","0.87",,"3.5","Disputes: 3x, Status: Unresolved, Timeline: 1 month","TRUE","65%","Path C - Escalation","600","Email",,"COMPLEX-030","My account shows 3 open disputes from last month that should be resolved","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Dispute Resolution"
,"Low","Refund Requests","0.75",,"3.6","Request: Price Adjustment, Promo: Expired","FALSE","50%","Path B - RAG Response","420","Chat",,"COMPLEX-031","Can you match the time-limited promotional offer that expired yesterday?","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Promotional Dispute"
,"High","Refund Requests","0.91",,"3.4","Refund Status: Pending, Days: 21","TRUE","75%","Path C - Escalation","600","WhatsApp",,"COMPLEX-032","I requested a refund 3 weeks ago and it's still showing as pending!","FALSE","Negative","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Delayed Refund"
,"Medium","General Questions","0.89",,"3.7","Issue: Points Mismatch, Concern: Significant","FALSE","80%","Path A - API Resolution","280","Email",,"COMPLEX-033","The loyalty points on my account don't match my record. This is a significant discrepancy!","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Account Discrepancy"
,"Low","Refund Requests","0.81",,"3.9","Timeline: 45 days, Evidence: Proof of Purchase","FALSE","70%","Path B - RAG Response","420","Chat",,"COMPLEX-034","Can I return an item purchased 45 days ago? I have proof of purchase","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Extended Return"
,"High","Subscription Issues","0.93",,"3.5","Issue: Unwanted Charge, Action Requested: Pause","TRUE","90%","Path A - API Resolution","280","WhatsApp",,"COMPLEX-035","My subscription keeps charging even after I requested to pause it!","FALSE","Negative","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Billing Error"
,"Low","General Questions","0.94",,"4.5","Purpose: Tax Deduction, Timeline: ASAP","FALSE","98%","Path A - API Resolution","180","Email",,"COMPLEX-036","I need a detailed invoice for business tax deduction purposes ASAP","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Tax Documentation"
,"Low","General Questions","0.80",,"4.0","Orders: 2x, Warehouse: Different","FALSE","75%","Path B - RAG Response","420","Chat",,"COMPLEX-037","Two of my orders arrived at the same time but came from different warehouses. Why?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Logistical Question"
,"Low","Order Tracking","0.85",,"4.2","Change: Address, Destination: International","FALSE","80%","Path A - API Resolution","290","WhatsApp",,"COMPLEX-038","I'm moving internationally. Can I change delivery to my new address in Germany?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Address Change"
,"Medium","Order Tracking","0.88",,"3.8","Status: Backorder, Duration: 60 days","FALSE","95%","Path A - API Resolution","210","Email",,"COMPLEX-039","This product has been on backorder for 2 months. When will it be available?","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Backorder Status"
,"Critical","Product Complaints","0.96",,"2.6","Issue: Authenticity, Severity: Fraud Concern","TRUE","85%","Path C - Escalation Priority","600","Chat",,"COMPLEX-040","I purchased the 'genuine' item but discovered it's counterfeit! I want a refund and explanation!","FALSE","Critical","Very High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Counterfeit Product"
,"High","Order Tracking","0.82",,"3.9","Type: B2B, Timeline: 1 month","FALSE","65%","Path C - Escalation","600","Email",,"COMPLEX-041","I negotiated a bulk order with a company representative last month. Where's my custom quote?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Corporate Sales"
,"Low","Refund Requests","0.84",,"4.1","Preference: Store Credit, Alternative: Refund","FALSE","88%","Path B - RAG Response","420","WhatsApp",,"COMPLEX-042","Can you process a return and issue store credit instead of a refund?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Alternative Resolution"
,"High","Delivery Delays","0.92",,"3.6","Issue: Shipping Damage, Severity: High","TRUE","85%","Path A - API Resolution","290","Chat",,"COMPLEX-043","My order arrived but the box was severely damaged and contents loose inside","FALSE","Negative","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Damage in Transit"
,"Low","General Questions","0.86",,"4.3","Category: Education, Request: Discount","FALSE","95%","Path B - RAG Response","420","Email",,"COMPLEX-044","Is there a student or educational discount available for bulk orders?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Special Offers"
,"Critical","General Questions","0.94",,"2.3","Issue: No Response, Duration: 5 days","TRUE","10%","Path C - Escalation Priority","600","WhatsApp",,"COMPLEX-045","I've been trying to contact support for 5 days with no response!","FALSE","Critical","Very High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Support Failure"
,"Low","Order Tracking","0.91",,"4.5","Request: Expedite, Premium: Overnight","FALSE","95%","Path A - API Resolution","210","Chat",,"COMPLEX-046","Can my order be expedited? I'll pay extra for overnight shipping","FALSE","Positive","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Premium Service"
,"Very High","Order Tracking","0.88",,"4.4","Reason: Medical, Priority: Compassionate","FALSE","80%","Path B - RAG Response","420","Email",,"COMPLEX-047","I have a medical reason for needing this item urgently. Can you help?","FALSE","Positive","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Compassionate Request"
,"High","Product Complaints","0.91",,"3.3","Issue: Misrepresentation, Severity: High","TRUE","75%","Path C - Escalation","600","WhatsApp",,"COMPLEX-048","The product description was misleading. It's completely different from what I expected","FALSE","Negative","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","False Advertising"
,"High","Subscription Issues","0.89",,"3.4","Issue: Termination Fee, Agreement: Dispute","TRUE","70%","Path B - RAG Response","420","Chat",,"COMPLEX-049","I want to cancel my 12-month subscription but you're charging an early termination fee!","FALSE","Negative","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Cancellation Dispute"
,"Low","General Questions","0.91",,"4.5","Status: Pre-Purchase, Question: Warranty","FALSE","92%","Path B - RAG Response","420","Email",,"COMPLEX-050","Beautiful product! But I need to know about warranty coverage before finalizing purchase","FALSE","Positive","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Pre-Purchase"
,"Critical","General Questions","0.96",,"2.4","Customer Value: $50k+, Issue: Unnotified Change","TRUE","50%","Path C - Escalation Priority","600","WhatsApp",,"COMPLEX-051","My VIP status was removed without explanation! I spent over $50k with you annually","FALSE","Critical","Very High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Account Status"
,"Critical","General Questions","0.98",,"2.3","Issue: Unauthorized Access, Urgency: Security","TRUE","5%","Path C - Escalation Priority","600","Email",,"COMPLEX-052","I need to report a security breach. Someone accessed my account!","FALSE","Critical","Very High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Security Incident"
,"Low","General Questions","0.84",,"4.2","Request: Spending Report, Scope: All Categories","FALSE","80%","Path A - API Resolution","280","Chat",,"COMPLEX-053","Can you generate a report comparing my spending across all categories?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Analytics Request"
,"High","Order Tracking","0.92",,"3.8","Issue: Wrong Order, Resolution: Swap/Reroute","TRUE","85%","Path A - API Resolution","290","WhatsApp",,"COMPLEX-054","I received someone else's order by mistake. How do we resolve this?","FALSE","Neutral","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Wrong Order Sent"
,"High","Subscription Issues","0.90",,"3.6","Issue: Missing Benefit, Type: Shipping","TRUE","85%","Path A - API Resolution","280","Email",,"COMPLEX-055","My subscription was supposed to give me free shipping but I'm being charged shipping fees!","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Benefit Discrepancy"
,"Low","General Questions","0.86",,"4.4","Request: Custom Gift Message, Priority: Low","FALSE","90%","Path B - RAG Response","420","Chat",,"COMPLEX-056","I'd like to purchase this item as a gift with a custom message. Can you help?","FALSE","Positive","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Special Request"
,"Low","Technical Support","0.81",,"3.9","Issue: Device Support, Type: Compatibility","FALSE","75%","Path B - RAG Response","420","WhatsApp",,"COMPLEX-057","The app doesn't work on my older phone. Do you support backward compatibility?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Device Compatibility"
,"Low","Order Tracking","0.79",,"3.8","Request: Batch Process, Type: Multiple Orders","FALSE","70%","Path B - RAG Response","420","Email",,"COMPLEX-058","I have multiple orders on hold. Can you batch process them together?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Batch Processing"
,"Medium","General Questions","0.88",,"3.7","Issue: Inventory Sync Error, Platform: Website","FALSE","85%","Path A - API Resolution","280","Chat",,"COMPLEX-059","Your website says the item is in stock but checkout says it's out of stock!","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","System Error"
,"Low","Order Tracking","0.93",,"4.3","Need: Proof of Delivery, Purpose: Dispute Resolution","FALSE","98%","Path A - API Resolution","180","WhatsApp",,"COMPLEX-060","I need proof of delivery because my customer is claiming non-receipt","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Proof Required"
,"Low","General Questions","0.75",,"3.7","Request: Combine Promos, Type: Discount","FALSE","60%","Path B - RAG Response","420","Email",,"COMPLEX-061","Can I combine multiple promotions for maximum discount?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Promotion Stacking"
,"Low","General Questions","0.82",,"3.6","Issue: Regional Price Variance, Concern: Fairness","TRUE","65%","Path B - RAG Response","420","Chat",,"COMPLEX-062","I've noticed prices are lower in another region. Is this fair pricing?","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Pricing Transparency"
,"High","Order Tracking","0.81",,"3.8","Issue: Customs, Concern: Country Restrictions","FALSE","70%","Path B - RAG Response","420","Whats App",,"COMPLEX-063","My order contains restricted items for my country. Will it be held at customs?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Regulatory Compliance"
,"Low","General Questions","0.88",,"4.3","Type: B2B, Request: Company Invoice","FALSE","95%","Path A - API Resolution","210","Email",,"COMPLEX-064","I purchased on behalf of my company. Can I get an invoice with company details?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","B2B Request"
,"Low","General Questions","0.86",,"3.7","Issue: Pricing Mismatch, Scope: Seasonal Sale","FALSE","80%","Path A - API Resolution","280","WhatsApp",,"COMPLEX-065","The seasonal sale pricing is showing as expired but items are still marked as 'Sale'","FALSE","Negative","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Pricing Discrepancy"
,"Low","Refund Requests","0.80",,"4.0","Request: Replacement with Variant, Condition: Alternative","FALSE","75%","Path B - RAG Response","420","Chat",,"COMPLEX-066","I want a replacement but in a different color since my original order is backordered.","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Conditional Replacement"
,"High","Payment Issues","0.95",,"3.4","Issue: Declined Card Yet Charged, Urgency: High","TRUE","90%","Path A - API Resolution","280","Email",,"COMPLEX-067","My payment method was declined but I was still charged. Please investigate!","FALSE","Negative","High","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Phantom Charge"
,"Low","Subscription Issues","0.92",,"4.4","Request: Update Payment, Type: Recurring","FALSE","98%","Path B - RAG Response","420","WhatsApp",,"COMPLEX-068","I need to update my payment method for a recurring subscription. How do I do this?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Account Management"
,"Low","General Questions","0.91",,"4.3","Request: Full Audit Trail, Purpose: Account Review","FALSE","85%","Path A - API Resolution","280","Chat",,"COMPLEX-069","Can you provide a complete audit trail of all purchases and refunds on my account?","FALSE","Neutral","Low","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Compliance Request"
,"High","Order Tracking","0.94",,"3.7","Type: Digital Product, Issue: Missing Link","TRUE","95%","Path A - API Resolution","210","Email",,"COMPLEX-070","I purchased a digital product but never received the download link!","FALSE","Negative","Medium","BEASTLIFE_ALL_QUERIES_COMBINED.csv","Digital Delivery"
,,"Order Tracking","0.98",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-001","Can you track my order #ORD-98765?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.96",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-002","Where's my package? Order ORD-45321",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-003","How do I check my order status? ORD-11122",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.95",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-004","What's the status of order #ORD-56789?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.93",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-005","Can you provide tracking for ORD-77889?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.91",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-006","I need to know my order status ASAP! ORD-33445",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.89",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-007","Where is my order ORD-99887? I've been waiting!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.92",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-008","When will my fitness equipment arrive? ORD-22334",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-009","Check delivery for ORD-55443 please",,"Positive",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.93",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-010","I'm checking order ORD-66554. Any updates?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.90",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-011","Track order #ORD-12345 and let me know when it arrives",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.87",,"4.5",,,"95%","Path B - RAG Response","320","WhatsApp",,"OT-012","Does my order ORD-88776 have GPS tracking?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.85",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-013","I placed 3 orders. Status on ORD-11223, ORD-33445, ORD-55667?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.88",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-014","Order ORD-44332: Where exactly is it?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.86",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-015","My order ORD-77889 was supposed to arrive yesterday!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.92",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-016","Is my order ORD-99111 still on schedule?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.83",,"4.4",,,"90%","Path B - RAG Response","320","Chat",,"OT-017","Can you rush my order ORD-22445 delivery?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-018","Order tracking link for ORD-33556?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.96",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-019","How do I track my order ORD-44667?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.84",,"4.4",,,"90%","Path B - RAG Response","320","Chat",,"OT-020","Order ORD-55778: Real-time GPS tracking available?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.89",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-021","Track ORD-66889. Also when can I expect it?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.81",,"4.3",,,"85%","Path B - RAG Response","320","Email",,"OT-022","I have order ORD-77990. I need updates every hour",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.87",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-023","Order status for ORD-88001 and ORD-99112?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.91",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-024","When will ORD-11334 arrive at my location?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-025","Tracking for ORD-22445: Is it on the way?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.95",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-026","Order ORD-33556 status update please",,"Positive",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.92",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-027","Can't find my order ORD-44667 tracking number",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.88",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-028","Help me track order ORD-55778 ASAP!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.85",,"4.4",,,"90%","Path B - RAG Response","320","Email",,"OT-029","Is my order ORD-66889 at my local hub?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.90",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-030","Order ORD-77990: What's the delivery time window?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.86",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-031","Track my 2 orders: ORD-88001 and ORD-99112",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.93",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-032","When is ORD-11334 expected to be delivered?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.84",,"4.4",,,"90%","Path A - API Resolution","210","Chat",,"OT-033","Order status: ORD-22445, ORD-33556, ORD-44667?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.87",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-034","I'm waiting for ORD-55778. Where is it now?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.91",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-035","Last update on order ORD-66889?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.92",,"3.8",,,"70%","Path A - API Resolution","340","Email",,"DD-001","My order was supposed to arrive yesterday",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.90",,"3.8",,,"70%","Path A - API Resolution","340","WhatsApp",,"DD-002","Expected delivery today but no sign of package",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.88",,"3.8",,,"70%","Path A - API Resolution","340","Chat",,"DD-003","When will my delayed order arrive?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.85",,"3.7",,,"70%","Path B - RAG Response","420","Email",,"DD-004","Package says 2 days late now",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.87",,"3.8",,,"70%","Path A - API Resolution","340","Instagram",,"DD-005","My delivery is running behind schedule",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.88",,"3.5",,,"60%","Path C - Escalation","600","WhatsApp",,"DD-006","It's been a week and my order hasn't arrived!!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.86",,"3.5",,,"60%","Path C - Escalation","600","Email",,"DD-007","This is taking forever! Where's my delivery?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.84",,"3.5",,,"60%","Path C - Escalation","600","Chat",,"DD-008","Expected delivery 5 days ago - still nothing!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.82",,"3.5",,,"60%","Path C - Escalation","600","WhatsApp",,"DD-009","I'm very disappointed. Order still hasn't arrived",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.80",,"3.4",,,"50%","Path C - Escalation","600","Email",,"DD-010","This delivery delay is unacceptable!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.78",,"2.8",,,"30%","Path C - Escalation","600","WhatsApp",,"DD-011","My order is 2 weeks late! This is ridiculous!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.75",,"2.5",,,"25%","Path C - Escalation","600","Email",,"DD-012","2 weeks waiting! I want a refund or replacement NOW!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.76",,"2.8",,,"30%","Path C - Escalation","600","Chat",,"DD-013","Ordered 3 weeks ago - STILL no delivery!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.77",,"3.2",,,"40%","Path C - Escalation","600","Instagram",,"DD-014","This is the worst service ever. Package is 10 days late!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.81",,"3.4",,,"50%","Path C - Escalation","600","WhatsApp",,"DD-015","Delivery is so delayed I'm considering canceling!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.89",,"3.8",,,"70%","Path A - API Resolution","340","Email",,"DD-016","Why is my delivery taking this long?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.86",,"3.8",,,"70%","Path A - API Resolution","340","Chat",,"DD-017","Will my package ever arrive??",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.87",,"3.8",,,"70%","Path A - API Resolution","340","WhatsApp",,"DD-018","Expected 5 days ago still not here!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.77",,"2.8",,,"30%","Path C - Escalation","600","Email",,"DD-019","This is beyond unacceptable! 2 week delay!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.85",,"3.7",,,"65%","Path B - RAG Response","420","Chat",,"DD-020","My delivery keeps getting delayed!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.84",,"3.7",,,"65%","Path B - RAG Response","420","Instagram",,"DD-021","How much longer do I have to wait??",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Delivery Delays","0.82",,"3.5",,,"60%","Path C - Escalation","600","WhatsApp",,"DD-022","Fed up with these delays! Where's my order?!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.94",,"4.1",,,"85%","Path A - API Resolution","290","Email",,"RF-001","I want a refund for my last purchase",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.92",,"4.1",,,"85%","Path A - API Resolution","290","WhatsApp",,"RF-002","Can I get my money back? I changed my mind",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.96",,"4.1",,,"85%","Path A - API Resolution","290","Chat",,"RF-003","Please process a refund for order #ORD-12345",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.95",,"4.1",,,"85%","Path A - API Resolution","290","Email",,"RF-004","I'd like to return this item",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.93",,"4.0",,,"85%","Path B - RAG Response","420","Instagram",,"RF-005","How do I get a refund?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.92",,"4.3",,,"95%","Path A - API Resolution","290","WhatsApp",,"RF-006","The product arrived damaged - I need a refund!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.90",,"4.3",,,"95%","Path A - API Resolution","290","Email",,"RF-007","Defective item - pushing for full refund",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.88",,"4.2",,,"90%","Path A - API Resolution","290","Chat",,"RF-008","Product doesn't match description - want refund",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.91",,"4.3",,,"95%","Path A - API Resolution","290","WhatsApp",,"RF-009","Got the wrong item - need refund ASAP!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.89",,"4.2",,,"90%","Path A - API Resolution","290","Email",,"RF-010","Item is broken - requesting full refund",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.72",,"3.8",,,"40%","Path B - RAG Response","420","Chat",,"RF-011","I want a refund but still want to keep the product",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
